id, videoID, type, start, end
66,EMB01_CAM/S0008_I00001_C001/EMB01_CAM_IMG_1039.MOV,2,14,18.41 
67,EMB01_CAM/S0008_I00001_C001/EMB01_CAM_IMG_1041.MOV,2,13,17.51 
68,EMB01_CAM/S0008_I00001_C001/EMB01_CAM_IMG_1042.MOV,2,10,13.51 
69,EMB01_CAM/S0008_I00001_C001/EMB01_CAM_IMG_1044.MOV,1,16,23.41 
70,EMB01_CAM/S0008_I00001_C001/EMB01_CAM_IMG_1046.MOV,2,13,17.31 
71,EMB01_CAM/S0008_I00001_C001/EMB01_CAM_IMG_1048.MOV,1,24,33.01 
72,EMB01_CAM/S0008_I00001_C001/EMB01_CAM_IMG_1049.MOV,1,28,37.51 
73,EMB01_CAM/S0010_I00011_C001/EMB01_CAM_IMG_1051.MOV,1,13,15.97 
74,EMB01_CAM/S0010_I00011_C001/EMB01_CAM_IMG_1052.MOV,1,18,22.57 
75,EMB01_CAM/S0010_I00011_C001/EMB01_CAM_IMG_1053.MOV,1,18,21.17 
76,EMB01_CAM/S0010_I00011_C001/EMB01_CAM_IMG_1055.MOV,1,11,19.81 
77,EMB01_CAM/S0010_I00011_C001/EMB01_CAM_IMG_1057.MOV,1,11,15.64 
78,EMB01_CAM/S0010_I00011_C001/EMB01_CAM_IMG_1059.MOV,1,24,29.51 
79,EMB01_CAM/S0010_I00011_C001/EMB01_CAM_IMG_1060.MOV,2,24,28.37 
80,EMB01_CAM/S0010_I00011_C001/EMB01_CAM_IMG_1061.MOV,1,19,22.4 
81,EMB01_CAM/S0012_I00002_C001/EMB01_CAM_IMG_1063.MOV,0,0,4.95 
82,EMB01_CAM/S0012_I00002_C001/EMB01_CAM_IMG_1065.MOV,0,0,4.29 
83,EMB01_CAM/S0012_I00002_C001/EMB01_CAM_IMG_1066.MOV,0,0,5.16 
84,EMB01_CAM/S0012_I00002_C001/EMB01_CAM_IMG_1067.MOV,0,0,4.74 
85,EMB01_CAM/S0012_I00002_C001/EMB01_CAM_IMG_1068.MOV,0,0,3.9 
86,EMB01_CAM/S0012_I00002_C001/EMB01_CAM_IMG_1069.MOV,0,0,5.82 
87,EMB01_CAM/S0012_I00002_C001/EMB01_CAM_IMG_1071.MOV,0,0,1.94 
88,EMB01_CAM/S0012_I00002_C001/EMB01_CAM_IMG_1074.MOV,0,0,6.44 
89,EMB01_CAM/S0013_I00002_C003/EMB01_CAM_IMG_1079.MOV,2,10,15.64 
90,EMB01_CAM/S0013_I00002_C003/EMB01_CAM_IMG_1080.MOV,1,28,35.47 
91,EMB01_CAM/S0013_I00002_C003/EMB01_CAM_IMG_1081.MOV,2,26,27.14 
92,EMB01_CAM/S0013_I00002_C003/EMB01_CAM_IMG_1082.MOV,1,30,35.78 
93,EMB01_CAM/S0013_I00002_C003/EMB01_CAM_IMG_1083.MOV,1,9,15.36 
94,EMB01_CAM/S0013_I00002_C003/EMB01_CAM_IMG_1084.MOV,1,21,25.8 
95,EMB01_CAM/S0013_I00002_C003/EMB01_CAM_IMG_1085.MOV,1,17,22.14 
96,EMB01_CAM/S0013_I00002_C003/EMB01_CAM_IMG_1086.MOV,1,18,22.74 
97,EMB01_CAM/S0013_I00007_C001/EMB01_CAM_IMG_1092.MOV,1,22,32.3 
98,EMB01_CAM/S0013_I00007_C001/EMB01_CAM_IMG_1093.MOV,2,14,19.1 
99,EMB01_CAM/S0013_I00007_C001/EMB01_CAM_IMG_1094.MOV,2,22,25.48 
100,EMB01_CAM/S0013_I00007_C001/EMB01_CAM_IMG_1095.MOV,2,19,22.21 
101,EMB01_CAM/S0013_I00007_C001/EMB01_CAM_IMG_1096.MOV,1,28,33.76 
102,EMB01_CAM/S0013_I00007_C001/EMB01_CAM_IMG_1097.MOV,1,9,14.76 
103,EMB01_CAM/S0013_I00007_C001/EMB01_CAM_IMG_1098.MOV,1,19,22.84 
104,EMB01_CAM/S0013_I00007_C001/EMB01_CAM_IMG_1100.MOV,1,10,16.24 
105,EMB01_CAM/S0014_I00003_C001/EMB01_CAM_IMG_1101.MOV,2,8,12.6 
106,EMB01_CAM/S0014_I00003_C001/EMB01_CAM_IMG_1102.MOV,1,9,13.13 
107,EMB01_CAM/S0014_I00003_C001/EMB01_CAM_IMG_1103.MOV,2,11,19.8 
108,EMB01_CAM/S0014_I00003_C001/EMB01_CAM_IMG_1104.MOV,2,21,25.48 
109,EMB01_CAM/S0014_I00003_C001/EMB01_CAM_IMG_1105.MOV,2,14,16.21 
110,EMB01_CAM/S0014_I00003_C001/EMB01_CAM_IMG_1106.MOV,1,30,41.22 
111,EMB01_CAM/S0014_I00003_C001/EMB01_CAM_IMG_1107.MOV,2,25,32.39 
112,EMB01_CAM/S0014_I00003_C001/EMB01_CAM_IMG_1108.MOV,1,18,25.3 
113,EMB01_CAM/S0014_I00007_C001/EMB01_CAM_IMG_1111.MOV,0,0,4.43 
114,EMB01_CAM/S0014_I00007_C001/EMB01_CAM_IMG_1112.MOV,0,0,5.5 
115,EMB01_CAM/S0014_I00007_C001/EMB01_CAM_IMG_1113.MOV,0,0,8.27 
116,EMB01_CAM/S0014_I00007_C001/EMB01_CAM_IMG_1114.MOV,0,0,7.6 
117,EMB01_CAM/S0014_I00007_C001/EMB01_CAM_IMG_1116.MOV,0,0,9.17 
118,EMB01_CAM/S0014_I00007_C001/EMB01_CAM_IMG_1117.MOV,0,0,5.01 
119,EMB01_CAM/S0014_I00007_C001/EMB01_CAM_IMG_1118.MOV,0,0,6.7 
120,EMB01_CAM/S0014_I00007_C001/EMB01_CAM_IMG_1119.MOV,0,0,8.17 
121,EMB01_CAM/S0014_I00009_C001/EMB01_CAM_IMG_1120.MOV,0,0,5.37 
122,EMB01_CAM/S0014_I00009_C001/EMB01_CAM_IMG_1122.MOV,0,0,4.43 
123,EMB01_CAM/S0014_I00009_C001/EMB01_CAM_IMG_1123.MOV,0,0,4.03 
124,EMB01_CAM/S0014_I00009_C001/EMB01_CAM_IMG_1126.MOV,0,0,4.67 
125,EMB01_CAM/S0014_I00009_C001/EMB01_CAM_IMG_1131.MOV,0,0,5.21 
126,EMB01_CAM/S0014_I00009_C001/EMB01_CAM_IMG_1134.MOV,0,0,4.14 
127,EMB01_CAM/S0014_I00009_C001/EMB01_CAM_IMG_1135.MOV,0,0,6.63 
128,EMB01_CAM/S0014_I00009_C001/EMB01_CAM_IMG_1136.MOV,0,0,3.27 
129,EMB01_CAM/S0014_I00015_C001/EMB01_CAM_IMG_1137.MOV,0,0,11.2 
130,EMB01_CAM/S0014_I00015_C001/EMB01_CAM_IMG_1138.MOV,0,0,13.3 
131,EMB01_CAM/S0014_I00015_C001/EMB01_CAM_IMG_1139.MOV,0,0,3.8 
132,EMB01_CAM/S0014_I00015_C001/EMB01_CAM_IMG_1141.MOV,0,0,3.14 
133,EMB01_CAM/S0014_I00015_C001/EMB01_CAM_IMG_1142.MOV,0,0,5.71 
134,EMB01_CAM/S0014_I00015_C001/EMB01_CAM_IMG_1143.MOV,0,0,7.2 
135,EMB01_CAM/S0014_I00015_C001/EMB01_CAM_IMG_1144.MOV,0,0,4.43 
136,EMB01_CAM/S0014_I00015_C001/EMB01_CAM_IMG_1146.MOV,0,0,2.6 
137,EMB01_CAM/S0014_I00020_C001/EMB01_CAM_IMG_1148.MOV,1,27,30.6 
138,EMB01_CAM/S0014_I00020_C001/EMB01_CAM_IMG_1149.MOV,2,8,10.4 
139,EMB01_CAM/S0014_I00020_C001/EMB01_CAM_IMG_1151.MOV,2,10,11.5 
140,EMB01_CAM/S0014_I00020_C001/EMB01_CAM_IMG_1152.MOV,2,16,20.13 
141,EMB01_CAM/S0014_I00020_C001/EMB01_CAM_IMG_1153.MOV,1,21,25.8 
142,EMB01_CAM/S0014_I00020_C001/EMB01_CAM_IMG_1154.MOV,1,27,31.64 
143,EMB01_CAM/S0014_I00020_C001/EMB01_CAM_IMG_1155.MOV,1,6,9.3 
144,EMB01_CAM/S0014_I00020_C001/EMB01_CAM_IMG_1156.MOV,1,26,29.67 
145,EMB01_CAM/S0014_I00037_C001/EMB01_CAM_IMG_1159.MOV,0,0,5.2 
146,EMB01_CAM/S0014_I00037_C001/EMB01_CAM_IMG_1160.MOV,0,0,5.5 
147,EMB01_CAM/S0014_I00037_C001/EMB01_CAM_IMG_1161.MOV,0,0,14.17 
148,EMB01_CAM/S0014_I00037_C001/EMB01_CAM_IMG_1162.MOV,0,0,5.94 
149,EMB01_CAM/S0014_I00037_C001/EMB01_CAM_IMG_1163.MOV,0,0,7.44 
150,EMB01_CAM/S0014_I00037_C001/EMB01_CAM_IMG_1166.MOV,0,0,6.4 
151,EMB01_CAM/S0014_I00037_C001/EMB01_CAM_IMG_1167.MOV,0,0,8.1 
152,EMB01_CAM/S0014_I00037_C001/EMB01_CAM_IMG_1169.MOV,0,0,11.17 
153,EMB01_CAM/S0014_I00038_C001/EMB01_CAM_IMG_1170.MOV,2,8,13.53 
154,EMB01_CAM/S0014_I00038_C001/EMB01_CAM_IMG_1172.MOV,1,20,31 
155,EMB01_CAM/S0014_I00038_C001/EMB01_CAM_IMG_1173.MOV,1,27,31.47 
156,EMB01_CAM/S0014_I00038_C001/EMB01_CAM_IMG_1175.MOV,1,5,13.6 
157,EMB01_CAM/S0014_I00038_C001/EMB01_CAM_IMG_1176.MOV,1,16,27.4 
158,EMB01_CAM/S0014_I00038_C001/EMB01_CAM_IMG_1177.MOV,2,29,35.8 
159,EMB01_CAM/S0014_I00040_C001/EMB01_CAM_IMG_1179.MOV,2,12,13.33 
160,EMB01_CAM/S0014_I00040_C001/EMB01_CAM_IMG_1180.MOV,1,19,29.63 
161,EMB01_CAM/S0014_I00040_C001/EMB01_CAM_IMG_1182.MOV,2,29,35.1 
162,EMB01_CAM/S0014_I00040_C001/EMB01_CAM_IMG_1183.MOV,2,20,26.47 
163,EMB01_CAM/S0014_I00040_C001/EMB01_CAM_IMG_1184.MOV,1,24,28.47 
164,EMB01_CAM/S0014_I00040_C001/EMB01_CAM_IMG_1185.MOV,2,10,15.81 
165,EMB01_CAM/S0014_I00040_C001/EMB01_CAM_IMG_1186.MOV,2,16,21.07 
166,EMB01_CAM/S0014_I00040_C001/EMB01_CAM_IMG_1188.MOV,2,18,28.88 
167,EMB01_CAM/S0014_I00046_C001/EMB01_CAM_IMG_1190.MOV,2,30,33.63 
168,EMB01_CAM/S0014_I00046_C001/EMB01_CAM_IMG_1192.MOV,1,24,28.53 
169,EMB01_CAM/S0014_I00046_C001/EMB01_CAM_IMG_1193.MOV,1,12,15.83 
170,EMB01_CAM/S0014_I00046_C001/EMB01_CAM_IMG_1194.MOV,1,13,17.37 
171,EMB01_CAM/S0014_I00046_C001/EMB01_CAM_IMG_1195.MOV,1,28,38.93 
172,EMB01_CAM/S0014_I00046_C001/EMB01_CAM_IMG_1196.MOV,2,25,29.7 
173,EMB01_CAM/S0014_I00046_C001/EMB01_CAM_IMG_1197.MOV,2,24,27.47 
174,EMB01_CAM/S0014_I00046_C001/EMB01_CAM_IMG_1198.MOV,1,16,21.93 
175,EMB01_CAM/S0014_I00049_C001/EMB01_CAM_IMG_1199.MOV,2,24,25.43 
176,EMB01_CAM/S0014_I00049_C001/EMB01_CAM_IMG_1200.MOV,1,14,19.1 
177,EMB01_CAM/S0014_I00049_C001/EMB01_CAM_IMG_1201.MOV,1,23,29.47 
178,EMB01_CAM/S0014_I00049_C001/EMB01_CAM_IMG_1202.MOV,1,9,15.37 
179,EMB01_CAM/S0014_I00049_C001/EMB01_CAM_IMG_1203.MOV,1,24,32.07 
180,EMB01_CAM/S0014_I00049_C001/EMB01_CAM_IMG_1204.MOV,1,27,36.73 
181,EMB01_CAM/S0014_I00049_C001/EMB01_CAM_IMG_1206.MOV,2,14,16.97 
182,EMB01_CAM/S0014_I00049_C001/EMB01_CAM_IMG_1207.MOV,2,12,17.17 
183,EMB01_CAM/S0014_I00050_C001/EMB01_CAM_IMG_1209.MOV,1,29,35.17 
184,EMB01_CAM/S0014_I00050_C001/EMB01_CAM_IMG_1210.MOV,1,8,16.07 
185,EMB01_CAM/S0014_I00050_C001/EMB01_CAM_IMG_1211.MOV,2,9,13.37 
186,EMB01_CAM/S0014_I00050_C001/EMB01_CAM_IMG_1212.MOV,2,18,20.13 
187,EMB01_CAM/S0014_I00050_C001/EMB01_CAM_IMG_1213.MOV,1,13,16.5 
188,EMB01_CAM/S0014_I00050_C001/EMB01_CAM_IMG_1214.MOV,1,27,29.37 
189,EMB01_CAM/S0014_I00050_C001/EMB01_CAM_IMG_1215.MOV,1,18,21.17 
190,EMB01_CAM/S0014_I00050_C001/EMB01_CAM_IMG_1216.MOV,1,12,15.5 
191,EMB01_CAM/S0014_I00051_C003/EMB01_CAM_IMG_1218.MOV,0,0,15.93 
192,EMB01_CAM/S0014_I00051_C003/EMB01_CAM_IMG_1219.MOV,0,0,9.3 
193,EMB01_CAM/S0014_I00051_C003/EMB01_CAM_IMG_1221.MOV,0,0,11 
194,EMB01_CAM/S0014_I00051_C003/EMB01_CAM_IMG_1222.MOV,0,0,4.1 
195,EMB01_CAM/S0014_I00051_C003/EMB01_CAM_IMG_1223.MOV,0,0,5.44 
196,EMB01_CAM/S0014_I00051_C003/EMB01_CAM_IMG_1225.MOV,0,0,4.5 
197,EMB01_CAM/S0014_I00057_C003/EMB01_CAM_IMG_1233.MOV,1,18,23.93 
198,EMB01_CAM/S0014_I00057_C003/EMB01_CAM_IMG_1234.MOV,2,12,15.8 
199,EMB01_CAM/S0014_I00057_C003/EMB01_CAM_IMG_1235.MOV,1,16,25.3 
200,EMB01_CAM/S0014_I00057_C003/EMB01_CAM_IMG_1238.MOV,2,10,16.08 
201,EMB01_CAM/S0014_I00057_C003/EMB01_CAM_IMG_1239.MOV,1,10,19.21 
202,EMB01_CAM/S0014_I00057_C003/EMB01_CAM_IMG_1240.MOV,1,10,16.8 
203,EMB01_CAM/S0014_I00057_C003/EMB01_CAM_IMG_1242.MOV,2,6,10.21 
204,EMB01_CAM/S0014_I00064_C003/EMB01_CAM_IMG_1244.MOV,1,25,29.33 
205,EMB01_CAM/S0014_I00064_C003/EMB01_CAM_IMG_1245.MOV,2,10,13.53 
206,EMB01_CAM/S0014_I00064_C003/EMB01_CAM_IMG_1246.MOV,1,19,25.8 
207,EMB01_CAM/S0014_I00064_C003/EMB01_CAM_IMG_1248.MOV,2,19,22.41 
208,EMB01_CAM/S0014_I00064_C003/EMB01_CAM_IMG_1249.MOV,2,25,28.41 
209,EMB01_CAM/S0014_I00064_C003/EMB01_CAM_IMG_1250.MOV,2,27,28.87 
210,EMB01_CAM/S0014_I00069_C003/EMB01_CAM_IMG_1252.MOV,1,14,20.67 
211,EMB01_CAM/S0014_I00069_C003/EMB01_CAM_IMG_1253.MOV,2,13,15.3 
212,EMB01_CAM/S0014_I00069_C003/EMB01_CAM_IMG_1254.MOV,1,27,37.8 
213,EMB01_CAM/S0014_I00069_C003/EMB01_CAM_IMG_1255.MOV,1,18,25.57 
214,EMB01_CAM/S0014_I00069_C003/EMB01_CAM_IMG_1256.MOV,1,21,25.33 
215,EMB01_CAM/S0014_I00069_C003/EMB01_CAM_IMG_1257.MOV,1,20,24.1 
216,EMB01_CAM/S0014_I00069_C003/EMB01_CAM_IMG_1258.MOV,1,10,15.53 
217,EMB01_CCC/S0001_I00001_C001/EMB01_CCC_MVI_5897.MOV.mp4,2,29,32.63 
218,EMB01_CCC/S0001_I00001_C001/EMB01_CCC_MVI_5898.MOV.mp4,1,20,26.92 
219,EMB01_CCC/S0001_I00001_C001/EMB01_CCC_MVI_5899.MOV.mp4,1,13,19.8 
220,EMB01_CCC/S0001_I00001_C001/EMB01_CCC_MVI_5900.MOV.mp4,2,21,24.34 
221,EMB01_CCC/S0001_I00001_C001/EMB01_CCC_MVI_5901.MOV.mp4,2,6,10.64 
222,EMB01_CCC/S0001_I00001_C001/EMB01_CCC_MVI_5902.MOV.mp4,1,18,26.17 
223,EMB01_CCC/S0002_I00004_C001/EMB01_CCC_cwi_universiteit_van_amsterdam_clip1.mp4.mp4,1,11,43.9 
224,EMB01_CCC/S0002_I00004_C001/EMB01_CCC_cwi_universiteit_van_amsterdam_clip2.mp4.mp4,2,17,74.42 
225,EMB01_CCC/S0002_I00004_C001/EMB01_CCC_cwi_universiteit_van_amsterdam_clip3.mp4.mp4,2,18,58.86 
226,EMB01_CCC/S0002_I00004_C001/EMB01_CCC_cwi_universiteit_van_amsterdam_clip4.mp4.mp4,2,15,48.8 
227,EMB01_CCC/S0002_I00004_C001/EMB01_CCC_cwi_universiteit_van_amsterdam_clip5.mp4.mp4,2,21,59.88 
228,EMB01_CCC/S0002_I00011_C002/EMB01_CCC_cwi_book1_clip1.mp4.mp4,1,18,31.63 
229,EMB01_CCC/S0002_I00011_C002/EMB01_CCC_cwi_book1_clip2.mp4.mp4,1,5,19.72 
230,EMB01_CCC/S0002_I00011_C002/EMB01_CCC_cwi_book1_clip3.mp4.mp4,1,22,34.99 
231,EMB01_CCC/S0002_I00011_C002/EMB01_CCC_cwi_book1_clip4.mp4.mp4,1,22,28.78 
232,EMB01_CCC/S0002_I00011_C002/EMB01_CCC_cwi_book1_clip5.mp4.mp4,1,24,31.92 
233,EMB01_CCC/S0002_I00011_C002/EMB01_CCC_cwi_book1_clip6.mp4.mp4,2,21,38.74 
234,EMB01_CCC/S0002_I00011_C002/EMB01_CCC_cwi_book1_clip7.mp4.mp4,1,17,24.72 
235,EMB01_CCC/S0002_I00011_C002/EMB01_CCC_cwi_book1_clip8.mp4.mp4,2,28,34.78 
236,EMB01_CCC/S0002_I00018_C002/EMB01_CCC_cwi_sign2_clip1.mp4.mp4,2,22,27.77 
237,EMB01_CCC/S0002_I00018_C002/EMB01_CCC_cwi_sign2_clip2.mp4.mp4,1,6,17.16 
238,EMB01_CCC/S0002_I00018_C002/EMB01_CCC_cwi_sign2_clip3.mp4.mp4,2,30,34.3 
239,EMB01_CCC/S0002_I00018_C002/EMB01_CCC_cwi_sign2_clip4.mp4.mp4,1,17,37.82 
240,EMB01_CCC/S0002_I00018_C002/EMB01_CCC_cwi_sign2_clip5.mp4.mp4,1,23,33.9 
241,EMB01_CCC/S0002_I00018_C002/EMB01_CCC_cwi_sign2_clip6.mp4.mp4,2,22,29.92 
242,EMB01_CCC/S0002_I00018_C002/EMB01_CCC_cwi_sign2_clip7.mp4.mp4,2,8,15.88 
243,EMB01_CCC/S0002_I00018_C002/EMB01_CCC_cwi_sign2_clip8.mp4.mp4,1,10,30.78 
244,EMB01_CCC/S0003_I00005_C001/EMB01_CCC_DavidDaniels_LondonEye1.m4v.mp4,2,6,11.04 
245,EMB01_CCC/S0003_I00005_C001/EMB01_CCC_DavidDaniels_LondonEye2.m4v.mp4,1,7,18.52 
246,EMB01_CCC/S0003_I00005_C001/EMB01_CCC_DavidDaniels_LondonEye3.m4v.mp4,2,7,15.04 
247,EMB01_CCC/S0003_I00005_C001/EMB01_CCC_DavidDaniels_LondonEye4.m4v.mp4,1,24,34.56 
248,EMB01_CCC/S0003_I00005_C001/EMB01_CCC_DavidDaniels_LondonEye5.m4v.mp4,2,5,11.04 
249,EMB01_CCC/S0003_I00005_C001/EMB01_CCC_DavidDaniels_LondonEye6.m4v.mp4,2,13,19.56 
250,EMB01_CCC/S0003_I00005_C001/EMB01_CCC_DavidDaniels_LondonEye7.m4v.mp4,2,27,37 
251,EMB01_CCC/S0003_I00005_C001/EMB01_CCC_DavidDaniels_LondonEye8.m4v.mp4,1,10,21.52 
252,EMB01_CCC/S0003_I00005_C001/EMB01_CCC_DavidDaniels_LondonEye9.m4v.mp4,2,26,32.52 
253,EMB01_CCC/S0006_I00002_C003/EMB01_CCC_Brussels_GrandPlace_360_in_two_directions.mp4.mp4,1,26,66.75 
254,EMB01_CCC/S0006_I00002_C003/EMB01_CCC_Brussels_GrandPlace_360_Left_to_right.mp4.mp4,2,27,57.05 
255,EMB01_CCC/S0006_I00004_C001/EMB01_CCC_00006_UFOtower_just_above_construction.MTS.mp4,1,13,30.7 
256,EMB01_CCC/S0006_I00004_C001/EMB01_CCC_00007_UFOtower_higher_above_construction.MTS.mp4,2,19,36.26 
257,EMB01_CCC/S0006_I00004_C001/EMB01_CCC_00008_UFOtower_occluded_by_tree.MTS.mp4,2,25,79.81 
258,EMB01_CCC/S0006_I00004_C001/EMB01_CCC_00009_UFOtower_highly_occluded_by_tree.MTS.mp4,1,7,64.22 
259,EMB01_CCC/S0006_I00004_C001/EMB01_CCC_00010_UFOtower_gets_occluded_by_building.MTS.mp4,1,27,54.04 
260,EMB01_CCC/S0006_I00004_C001/EMB01_CCC_00011_UFOtower_occluded_by_building.MTS.mp4,2,23,51.77 
261,EMB01_CCC/S0006_I00004_C001/EMB01_CCC_00012_UFOtower_top_rotation_occluded_by_trees.MTS.mp4,1,13,45.26 
262,EMB01_CCC/S0006_I00004_C001/EMB01_CCC_00013_UFOtower_top_other_viewpoint_cf_antennas.MTS.mp4,1,12,46.34 
263,EMB01_CCC/S0006_I00004_C001/EMB01_CCC_00014_UFOtower_top_other_viewpoint_occluded_by_tree_at_the_end.MTS.mp4,1,5,78.34 
