id, queryID, matchingReferenceID,
48,EMB01_ORG/S0002_I00007_C003/EMB01_ORG_cwi_speelzaal_clip1.mp4.mp4,EMB02_ORG/S0002_I00007_C003/EMB02_ORG_cwi_speelzaal_clip1.mp4.mp4 ,
49,EMB01_ORG/S0002_I00007_C003/EMB01_ORG_cwi_speelzaal_clip2.mp4.mp4,EMB02_ORG/S0002_I00007_C003/EMB02_ORG_cwi_speelzaal_clip2.mp4.mp4 ,
50,EMB01_ORG/S0002_I00007_C003/EMB01_ORG_cwi_speelzaal_clip3.mp4.mp4,EMB02_ORG/S0002_I00007_C003/EMB02_ORG_cwi_speelzaal_clip3.mp4.mp4 ,
51,EMB01_ORG/S0002_I00007_C003/EMB01_ORG_cwi_speelzaal_clip4.mp4.mp4,EMB02_ORG/S0002_I00007_C003/EMB02_ORG_cwi_speelzaal_clip4.mp4.mp4 ,
52,EMB01_ORG/S0002_I00007_C003/EMB01_ORG_cwi_speelzaal_clip5.mp4.mp4,EMB02_ORG/S0002_I00007_C003/EMB02_ORG_cwi_speelzaal_clip5.mp4.mp4 ,
53,EMB01_ORG/S0002_I00007_C003/EMB01_ORG_cwi_speelzaal_clip6.mp4.mp4,EMB02_ORG/S0002_I00007_C003/EMB02_ORG_cwi_speelzaal_clip6.mp4.mp4 ,
54,EMB01_ORG/S0002_I00008_C003/EMB01_ORG_cwi_vergaderzaal_clip1.mp4.mp4,EMB02_ORG/S0002_I00008_C003/EMB02_ORG_cwi_vergaderzaal_clip1.mp4.mp4 ,
55,EMB01_ORG/S0002_I00008_C003/EMB01_ORG_cwi_vergaderzaal_clip2.mp4.mp4,EMB02_ORG/S0002_I00008_C003/EMB02_ORG_cwi_vergaderzaal_clip2.mp4.mp4 ,
56,EMB01_ORG/S0002_I00008_C003/EMB01_ORG_cwi_vergaderzaal_clip3.mp4.mp4,EMB02_ORG/S0002_I00008_C003/EMB02_ORG_cwi_vergaderzaal_clip3.mp4.mp4 ,
57,EMB01_ORG/S0002_I00008_C003/EMB01_ORG_cwi_vergaderzaal_clip4.mp4.mp4,EMB02_ORG/S0002_I00008_C003/EMB02_ORG_cwi_vergaderzaal_clip4.mp4.mp4 ,
58,EMB01_ORG/S0002_I00008_C003/EMB01_ORG_cwi_vergaderzaal_clip5.mp4.mp4,EMB02_ORG/S0002_I00008_C003/EMB02_ORG_cwi_vergaderzaal_clip5.mp4.mp4 ,
59,EMB01_ORG/S0002_I00008_C003/EMB01_ORG_cwi_vergaderzaal_clip6.mp4.mp4,EMB02_ORG/S0002_I00008_C003/EMB02_ORG_cwi_vergaderzaal_clip6.mp4.mp4 ,
60,EMB01_ORG/S0002_I00009_C003/EMB01_ORG_cwi_volleyball_clip1.mp4.mp4,EMB02_ORG/S0002_I00009_C003/EMB02_ORG_cwi_volleyball_clip1.mp4.mp4 ,
61,EMB01_ORG/S0002_I00009_C003/EMB01_ORG_cwi_volleyball_clip2.mp4.mp4,EMB02_ORG/S0002_I00009_C003/EMB02_ORG_cwi_volleyball_clip2.mp4.mp4 ,
62,EMB01_ORG/S0002_I00009_C003/EMB01_ORG_cwi_volleyball_clip3.mp4.mp4,EMB02_ORG/S0002_I00009_C003/EMB02_ORG_cwi_volleyball_clip3.mp4.mp4 ,
63,EMB01_ORG/S0002_I00009_C003/EMB01_ORG_cwi_volleyball_clip4.mp4.mp4,EMB02_ORG/S0002_I00009_C003/EMB02_ORG_cwi_volleyball_clip4.mp4.mp4 ,
64,EMB01_ORG/S0002_I00009_C003/EMB01_ORG_cwi_volleyball_clip5.mp4.mp4,EMB02_ORG/S0002_I00009_C003/EMB02_ORG_cwi_volleyball_clip5.mp4.mp4 ,
65,EMB01_ORG/S0002_I00009_C003/EMB01_ORG_cwi_volleyball_clip6.mp4.mp4,EMB02_ORG/S0002_I00009_C003/EMB02_ORG_cwi_volleyball_clip6.mp4.mp4 ,
66,EMB01_ORG/S0002_I00010_C002/EMB01_ORG_cwi_basket_clip1.mp4.mp4,EMB02_ORG/S0002_I00010_C002/EMB02_ORG_cwi_basket_clip1.mp4.mp4 ,
67,EMB01_ORG/S0002_I00010_C002/EMB01_ORG_cwi_basket_clip2.mp4.mp4,EMB02_ORG/S0002_I00010_C002/EMB02_ORG_cwi_basket_clip2.mp4.mp4 ,
68,EMB01_ORG/S0002_I00010_C002/EMB01_ORG_cwi_basket_clip4.mp4.mp4,EMB02_ORG/S0002_I00010_C002/EMB02_ORG_cwi_basket_clip4.mp4.mp4 ,
69,EMB01_ORG/S0002_I00010_C002/EMB01_ORG_cwi_basket_clip5.mp4.mp4,EMB02_ORG/S0002_I00010_C002/EMB02_ORG_cwi_basket_clip5.mp4.mp4 ,
70,EMB01_ORG/S0002_I00010_C002/EMB01_ORG_cwi_basket_clip6.mp4.mp4,EMB02_ORG/S0002_I00010_C002/EMB02_ORG_cwi_basket_clip6.mp4.mp4 ,
71,EMB01_ORG/S0002_I00011_C002/EMB01_ORG_cwi_book1_clip1.mp4.mp4,EMB02_ORG/S0002_I00011_C002/EMB02_ORG_cwi_book1_clip1.mp4.mp4 ,
72,EMB01_ORG/S0002_I00011_C002/EMB01_ORG_cwi_book1_clip2.mp4.mp4,EMB02_ORG/S0002_I00011_C002/EMB02_ORG_cwi_book1_clip2.mp4.mp4 ,
73,EMB01_ORG/S0002_I00011_C002/EMB01_ORG_cwi_book1_clip3.mp4.mp4,EMB02_ORG/S0002_I00011_C002/EMB02_ORG_cwi_book1_clip3.mp4.mp4 ,
74,EMB01_ORG/S0002_I00011_C002/EMB01_ORG_cwi_book1_clip4.mp4.mp4,EMB02_ORG/S0002_I00011_C002/EMB02_ORG_cwi_book1_clip4.mp4.mp4 ,
75,EMB01_ORG/S0002_I00011_C002/EMB01_ORG_cwi_book1_clip5.mp4.mp4,EMB02_ORG/S0002_I00011_C002/EMB02_ORG_cwi_book1_clip5.mp4.mp4 ,
76,EMB01_ORG/S0002_I00011_C002/EMB01_ORG_cwi_book1_clip6.mp4.mp4,EMB02_ORG/S0002_I00011_C002/EMB02_ORG_cwi_book1_clip6.mp4.mp4 ,
77,EMB01_ORG/S0002_I00011_C002/EMB01_ORG_cwi_book1_clip7.mp4.mp4,EMB02_ORG/S0002_I00011_C002/EMB02_ORG_cwi_book1_clip7.mp4.mp4 ,
78,EMB01_ORG/S0002_I00011_C002/EMB01_ORG_cwi_book1_clip8.mp4.mp4,EMB02_ORG/S0002_I00011_C002/EMB02_ORG_cwi_book1_clip8.mp4.mp4 ,
79,EMB01_ORG/S0002_I00012_C002/EMB01_ORG_cwi_painting1_clip2.mp4.mp4,EMB02_ORG/S0002_I00012_C002/EMB02_ORG_cwi_painting1_clip2.mp4.mp4 ,
80,EMB01_ORG/S0002_I00012_C002/EMB01_ORG_cwi_painting1_clip3.mp4.mp4,EMB02_ORG/S0002_I00012_C002/EMB02_ORG_cwi_painting1_clip3.mp4.mp4 ,
81,EMB01_ORG/S0002_I00012_C002/EMB01_ORG_cwi_painting1_clip4.mp4.mp4,EMB02_ORG/S0002_I00012_C002/EMB02_ORG_cwi_painting1_clip4.mp4.mp4 ,
82,EMB01_ORG/S0002_I00012_C002/EMB01_ORG_cwi_painting1_clip5.mp4.mp4,EMB02_ORG/S0002_I00012_C002/EMB02_ORG_cwi_painting1_clip5.mp4.mp4 ,
83,EMB01_ORG/S0002_I00013_C002/EMB01_ORG_cwi_painting2_clip1.mp4.mp4,EMB02_ORG/S0002_I00013_C002/EMB02_ORG_cwi_painting2_clip1.mp4.mp4 ,
84,EMB01_ORG/S0002_I00013_C002/EMB01_ORG_cwi_painting2_clip2.mp4.mp4,EMB02_ORG/S0002_I00013_C002/EMB02_ORG_cwi_painting2_clip2.mp4.mp4 ,
85,EMB01_ORG/S0002_I00013_C002/EMB01_ORG_cwi_painting2_clip3.mp4.mp4,EMB02_ORG/S0002_I00013_C002/EMB02_ORG_cwi_painting2_clip3.mp4.mp4 ,
86,EMB01_ORG/S0002_I00013_C002/EMB01_ORG_cwi_painting2_clip4.mp4.mp4,EMB02_ORG/S0002_I00013_C002/EMB02_ORG_cwi_painting2_clip4.mp4.mp4 ,
87,EMB01_ORG/S0002_I00013_C002/EMB01_ORG_cwi_painting2_clip5.mp4.mp4,EMB02_ORG/S0002_I00013_C002/EMB02_ORG_cwi_painting2_clip5.mp4.mp4 ,
88,EMB01_ORG/S0002_I00014_C002/EMB01_ORG_cwi_painting3_clip1.mp4.mp4,EMB02_ORG/S0002_I00014_C002/EMB02_ORG_cwi_painting3_clip1.mp4.mp4 ,
89,EMB01_ORG/S0002_I00014_C002/EMB01_ORG_cwi_painting3_clip2.mp4.mp4,EMB02_ORG/S0002_I00014_C002/EMB02_ORG_cwi_painting3_clip2.mp4.mp4 ,
90,EMB01_ORG/S0002_I00014_C002/EMB01_ORG_cwi_painting3_clip3.mp4.mp4,EMB02_ORG/S0002_I00014_C002/EMB02_ORG_cwi_painting3_clip3.mp4.mp4 ,
91,EMB01_ORG/S0002_I00014_C002/EMB01_ORG_cwi_painting3_clip4.mp4.mp4,EMB02_ORG/S0002_I00014_C002/EMB02_ORG_cwi_painting3_clip4.mp4.mp4 ,
92,EMB01_ORG/S0002_I00014_C002/EMB01_ORG_cwi_painting3_clip5.mp4.mp4,EMB02_ORG/S0002_I00014_C002/EMB02_ORG_cwi_painting3_clip5.mp4.mp4 ,
93,EMB01_ORG/S0002_I00014_C002/EMB01_ORG_cwi_painting3_clip6.mp4.mp4,EMB02_ORG/S0002_I00014_C002/EMB02_ORG_cwi_painting3_clip6.mp4.mp4 ,
94,EMB01_ORG/S0002_I00015_C002/EMB01_ORG_cwi_painting4_clip1.mp4.mp4,EMB02_ORG/S0002_I00015_C002/EMB02_ORG_cwi_painting4_clip1.mp4.mp4 ,
95,EMB01_ORG/S0002_I00015_C002/EMB01_ORG_cwi_painting4_clip2.mp4.mp4,EMB02_ORG/S0002_I00015_C002/EMB02_ORG_cwi_painting4_clip2.mp4.mp4 ,
96,EMB01_ORG/S0002_I00015_C002/EMB01_ORG_cwi_painting4_clip3.mp4.mp4,EMB02_ORG/S0002_I00015_C002/EMB02_ORG_cwi_painting4_clip3.mp4.mp4 ,
97,EMB01_ORG/S0002_I00015_C002/EMB01_ORG_cwi_painting4_clip4.mp4.mp4,EMB02_ORG/S0002_I00015_C002/EMB02_ORG_cwi_painting4_clip4.mp4.mp4 ,
98,EMB01_ORG/S0002_I00015_C002/EMB01_ORG_cwi_painting4_clip5.mp4.mp4,EMB02_ORG/S0002_I00015_C002/EMB02_ORG_cwi_painting4_clip5.mp4.mp4 ,
99,EMB01_ORG/S0002_I00015_C002/EMB01_ORG_cwi_painting4_clip6.mp4.mp4,EMB02_ORG/S0002_I00015_C002/EMB02_ORG_cwi_painting4_clip6.mp4.mp4 ,
100,EMB01_ORG/S0002_I00016_C002/EMB01_ORG_cwi_painting5_clip1.mp4.mp4,EMB02_ORG/S0002_I00016_C002/EMB02_ORG_cwi_painting5_clip1.mp4.mp4 ,
101,EMB01_ORG/S0002_I00016_C002/EMB01_ORG_cwi_painting5_clip2.mp4.mp4,EMB02_ORG/S0002_I00016_C002/EMB02_ORG_cwi_painting5_clip2.mp4.mp4 ,
102,EMB01_ORG/S0002_I00016_C002/EMB01_ORG_cwi_painting5_clip3.mp4.mp4,EMB02_ORG/S0002_I00016_C002/EMB02_ORG_cwi_painting5_clip3.mp4.mp4 ,
103,EMB01_ORG/S0002_I00016_C002/EMB01_ORG_cwi_painting5_clip5.mp4.mp4,EMB02_ORG/S0002_I00016_C002/EMB02_ORG_cwi_painting5_clip5.mp4.mp4 ,
104,EMB01_ORG/S0002_I00016_C002/EMB01_ORG_cwi_painting5_clip6.mp4.mp4,EMB02_ORG/S0002_I00016_C002/EMB02_ORG_cwi_painting5_clip6.mp4.mp4 ,
105,EMB01_ORG/S0002_I00016_C002/EMB01_ORG_cwi_painting5_clip7.mp4.mp4,EMB02_ORG/S0002_I00016_C002/EMB02_ORG_cwi_painting5_clip7.mp4.mp4 ,
106,EMB01_ORG/S0002_I00017_C002/EMB01_ORG_cwi_sign1_clip1.mp4.mp4,EMB02_ORG/S0002_I00017_C002/EMB02_ORG_cwi_sign1_clip1.mp4.mp4 ,
107,EMB01_ORG/S0002_I00017_C002/EMB01_ORG_cwi_sign1_clip2.mp4.mp4,EMB02_ORG/S0002_I00017_C002/EMB02_ORG_cwi_sign1_clip2.mp4.mp4 ,
108,EMB01_ORG/S0002_I00017_C002/EMB01_ORG_cwi_sign1_clip3.mp4.mp4,EMB02_ORG/S0002_I00017_C002/EMB02_ORG_cwi_sign1_clip3.mp4.mp4 ,
109,EMB01_ORG/S0002_I00017_C002/EMB01_ORG_cwi_sign1_clip4.mp4.mp4,EMB02_ORG/S0002_I00017_C002/EMB02_ORG_cwi_sign1_clip4.mp4.mp4 ,
110,EMB01_ORG/S0002_I00017_C002/EMB01_ORG_cwi_sign1_clip5.mp4.mp4,EMB02_ORG/S0002_I00017_C002/EMB02_ORG_cwi_sign1_clip5.mp4.mp4 ,
111,EMB01_ORG/S0002_I00018_C002/EMB01_ORG_cwi_sign2_clip1.mp4.mp4,EMB02_ORG/S0002_I00018_C002/EMB02_ORG_cwi_sign2_clip1.mp4.mp4 ,
112,EMB01_ORG/S0002_I00018_C002/EMB01_ORG_cwi_sign2_clip2.mp4.mp4,EMB02_ORG/S0002_I00018_C002/EMB02_ORG_cwi_sign2_clip2.mp4.mp4 ,
113,EMB01_ORG/S0002_I00018_C002/EMB01_ORG_cwi_sign2_clip3.mp4.mp4,EMB02_ORG/S0002_I00018_C002/EMB02_ORG_cwi_sign2_clip3.mp4.mp4 ,
114,EMB01_ORG/S0002_I00018_C002/EMB01_ORG_cwi_sign2_clip4.mp4.mp4,EMB02_ORG/S0002_I00018_C002/EMB02_ORG_cwi_sign2_clip4.mp4.mp4 ,
115,EMB01_ORG/S0002_I00018_C002/EMB01_ORG_cwi_sign2_clip5.mp4.mp4,EMB02_ORG/S0002_I00018_C002/EMB02_ORG_cwi_sign2_clip5.mp4.mp4 ,
116,EMB01_ORG/S0002_I00018_C002/EMB01_ORG_cwi_sign2_clip6.mp4.mp4,EMB02_ORG/S0002_I00018_C002/EMB02_ORG_cwi_sign2_clip6.mp4.mp4 ,
117,EMB01_ORG/S0002_I00018_C002/EMB01_ORG_cwi_sign2_clip7.mp4.mp4,EMB02_ORG/S0002_I00018_C002/EMB02_ORG_cwi_sign2_clip7.mp4.mp4 ,
118,EMB01_ORG/S0002_I00018_C002/EMB01_ORG_cwi_sign2_clip8.mp4.mp4,EMB02_ORG/S0002_I00018_C002/EMB02_ORG_cwi_sign2_clip8.mp4.mp4 ,
119,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen10.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen10.m4v.mp4 ,
120,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen1.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen1.m4v.mp4 ,
121,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen2.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen2.m4v.mp4 ,
122,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen3.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen3.m4v.mp4 ,
123,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen4.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen4.m4v.mp4 ,
124,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen5.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen5.m4v.mp4 ,
125,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen6.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen6.m4v.mp4 ,
126,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen7.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen7.m4v.mp4 ,
127,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen8.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen8.m4v.mp4 ,
128,EMB01_ORG/S0003_I00001_C001/EMB01_ORG_DavidDaniels_BigBen9.m4v.mp4,EMB02_ORG/S0003_I00001_C001/EMB02_ORG_DavidDaniels_BigBen9.m4v.mp4 ,
129,EMB01_ORG/S0003_I00002_C001/EMB01_ORG_DavidDaniels_BTTower1.m4v.mp4,EMB02_ORG/S0003_I00002_C001/EMB02_ORG_DavidDaniels_BTTower1.m4v.mp4 ,
130,EMB01_ORG/S0003_I00002_C001/EMB01_ORG_DavidDaniels_BTTower2.m4v.mp4,EMB02_ORG/S0003_I00002_C001/EMB02_ORG_DavidDaniels_BTTower2.m4v.mp4 ,
131,EMB01_ORG/S0003_I00002_C001/EMB01_ORG_DavidDaniels_BTTower31.m4v.mp4,EMB02_ORG/S0003_I00002_C001/EMB02_ORG_DavidDaniels_BTTower31.m4v.mp4 ,
